beer_name,overall_rating,translated_comment
Other Half Space Diamonds,3.9,"0,473 litre can, from a trade. hazy yellow with white head. malts, hops, citrus, pineapple, mango, sweetness, dry, some herbal bitterness."
Other Half Space Diamonds,3.9,"can 16fl.oz. @ home.   

[ as other half space diamonds - double dry hopped ].
abv: 8.5%. murky - muddy matt medium orange yellow colour with a average, frothy, good lacing, mostly lasting, off-white head. aroma is moderate malty, wheat, moderate to heavy hoppy, citrus, grapefruit, tropical fruit, sweet fruit. flavor is moderate to heavy sweet with a long duration, sweet fruit, tropical fruit, citrus - grapefruit, fruity hops. body is medium, texture is oily to watery, carbonation is soft. [20210729]

 8-3-8-4-16"
Other Half Space Diamonds,3.9,"pint can. pours a hazy deep yellow sun with a medium white head.  aroma of orange, mango, grapefruit and juicy hops.  taste of orange, mango, grapefruit and hops.  mild peach in the aftertaste."
Other Half Space Diamonds,3.9,"hop juice on the nose: mango, peach, grapefruit, pine. neutral malt profile.
hazy orange, with a large frothy white head, high retention and lacing.
low bitterness, hop juice (mango, peach, grapefruit), piney notes, some dank and dusty ddh character.
medium body, medium carbonation, a bit chalky and dusty from the dry hopping, alcohol evident but didn't burn.
overall another high standard dneipa by other half. but i want to highlight the word standard."
Other Half Space Diamonds,3.9,"can. yellow hazy. ripe mango, some pine, feels warm. soft smooth pillowy. clean and nice."
Other Half Space Diamonds,3.9,"ldike on barrel and j mf res with the gate dipa. this one doesn't smell much at all. in the mouth though ????j ttegood taste of . violet , raspberry b tar. there is also a plump bottom. yes this dipa has the phase n stan everything. very good indeed. before I tried it, I really didn't want to buy into the hype with the brewery and that it would affect my grade. it happens insanely often when it comes to dips. just think of a well-known brewery in Helsingborg that has still had a hard time getting quality in its dips, but thanks to the hype, these drinks get good ratings ??. this other half yes j will be so well done. 
earlier rating: 8/26/2017 total score: 4.1
barrel brew disc . light light. j ttefin l tt fragrance of flowers and peach. tastes quite sharp of grape and orange. nice aftertaste though."
Other Half Space Diamonds,3.9,"(keg at pien shop, 20210619) the beer pale orange and cloudy. its head was medium sized and white. aroma had floralness, grapefruit, spiciness and lightly malts. palate was medium bodied with medium carbonation. flavours were grapefruit, spiciness, floralness, mango, malts and bitterness. aftertaste had mango, spiciness and bitterness. a delicious fruity brew with good bitter finish."
Other Half Space Diamonds,3.9,"473 ml can @ postikatu.
pours hazy yellow color with a small white head. crisp citric aroma with subtle floral notes, pineapple, some resinous notes. flavor is fruity with citrus, pineapple and mango, caramel notes, some bitterness too. okay but a bit too stuffy."
Other Half Space Diamonds,3.9,"47,3 cl can @ home, canned 4.5.2021

aroma has cleaning liquid, tropical fruits and citrus. flavour has tropical fruits, grapefruit and citrusy tones. good, but nothing special."
Other Half Space Diamonds,3.9,the rating given is based on the mentions for the purpose of completing the profile. it is a subjective rating.
Other Half Space Diamonds,3.9,"white and those fruits. smooth, creamy, very drinkable, no granules or residue"
Other Half Space Diamonds,3.9,"canned: 01.03.2021; drunk: 30.04.2021
appearance: pale yellow color, hazy. white foam, medium height, mainly fine bubbles, falls to the last layer, leaves lacing. after swirling with a glass, a slightly jelly-like texture is noticeable.

aroma: medium volatile. balanced combination of citrus with exotic and white fruits. at a medium level mango, orange, pineapple, lime and pear and notes of coconut. in the background slightly wheatish sweetness at a low level.

taste: less pronounced. medium-low resin and low alcohol come to the fore. hop fruits from the aroma pass into it, become faded and appear at a medium-low level. the whole is complemented by a more expressive wheat-oat base. sweet in the mouth, medium body, smooth and quite airy, low carbonation. medium bitterness, mainly alcoholic, slightly resinous, medium-long. dry finish, slightly alcoholic with a note of resin and a mango accent."
Other Half Space Diamonds,3.9,pours hazy pale golden with a white head.  aroma is tropical fruit with a slight booziness.  flavor is pineapple and tropical fruit and a boozy finish.
Other Half Space Diamonds,3.9,"citrus, tropical fruits, pineapple, white fruits. hops play first fiddle, fruits play nicely together. traditionally very smooth and full. slightly resinous bitterness noticeable after swallowing. super"
Other Half Space Diamonds,3.9,"16 oz. can. hazy orange. smells of sweet tropical fruits, touches of herbal notes, a little booze. tastes very fruity. pineapple, mango, and all that. some passion fruit in the back end. sweet pale malt. medium heavy. big, but flavorful."
Other Half Space Diamonds,3.9,"0.44 liter can, purchased at bierland piwna kraina. drunk on 18.04.2021. intense orange color, cloudy. white foam, medium height, very durable and sticks to the glass very abundantly. moderately fruity in aroma, mainly ripe citrus and tropics. moderately dry finish. high bitterness."
Other Half Space Diamonds,3.9,"very intense, with its strength brilliantly drinkable, fantastically balanced hop bomb, nuances come out when sipping - but here is what happens: tropics, this time on resin, miracles wreaths, you can sip and taste like a serious wine. great thing - art of ipa."
Other Half Space Diamonds,3.9,"bottling date 01.03.2021. appearance: this color, abundant fine-bubble foam, nice, uniform turbidity. aroma: very juicy citrus, lots of oranges and these fruits + tropics. mainly tangerines and passion fruit. in taste mega juicy, hoppy, soft and fluffy. lots of passion fruit and mango, fresh tropics dominate. delicious. bitterness medium, short, resinous, not like galaxy type, but nice on point. balance also nice, super fluffy body, low carbonation, nice smoothness and mega drinkability. 

great beer!"
Other Half Space Diamonds,3.9,"this hazy beer with a solid foam that decorates the falling. the aroma is mainly citrus and tropical. the taste is fruity plus a nice, non-lingering bitterness. the finish is dry. super dip, although it lacks greater independence"
Other Half Space Diamonds,3.9,"can. pours murky golden orange with a white head. bright and citric, some floral notes, mild bitterness, and a bit of a tangy finish. solid."
Other Half Space Diamonds,3.9,"tavecan pours hazy yellow with a large lasting white head. aroma is big juicy fruit, mango, papaya, gooseberry. flavor is a rich blend of hops with sweet floury malt. big tropical and some citrus rind. medium plus body and smooth. very nice."
Other Half Space Diamonds,3.9,"with z, pours a dark gold hazy color with a white loose head. nose is deep bittersweet hoppy juicy citrus. taste is hoppy bittersweet juicy citrus with very soft pine. texture moderate , with soft carbonation . finishes on the hoppy juicy citrus notes. another winner !"
Other Half Space Diamonds,3.9,"can. pours a hazy golden orange with an off white head and citrusy aroma. taste is crisp bitterness up front, nice juicy citrus and light grapefruit into the long, dry, hoppy finish."
Other Half Space Diamonds,3.9,"473ml can. murky golden, white head. aroma is dank and tropical fruits. taste is slightly sweet, juicy tropical pineapple, passionfruit, melon, dank, citrus, pine, low bitterness, slight booze. medium body, soft and smooth."
Other Half Space Diamonds,3.9,"hazy yellow, near opaque, white head. aroma citrus, passion fruit, resinous  hops. tastes citrus fruit, but of peach, noticeably and delightfully bitter. good stuff."
Other Half Space Diamonds,3.9,"can from a friend. hazy yellow color, white head. bitter taste with citrus, floral hops, resin, mango, peach, pine and caramel. bitter finish with citrus, florals hops, mango, peach and pine. excellent imperial neipa."
Other Half Space Diamonds,3.9,"refrigerated pint can from mansquito, poured into a glass. opaque orange with small white head. aroma is intense citrus hops, medium body, medium carbonation, and little lacing. taste is citrus hops, herbal hops, and slightly bitter hops.
earlier rating: 7/12/2018 total score: 3.3
refrigerated 16 oz. aluminum can poured into a cup. slightly hazy yellow with small white head. aroma is herbal hops, medium body, medium carbonation, and little lacing. taste is herbal hops."
Other Half Space Diamonds,3.9,"draught @ mbcc 2019 - blue session
 
pours murky golden with a white head. aroma has notes of malt, citrus, grapefruit, pineapple and pine. taste is medium sweet and medium bitter with a long citrus, grapefruit and pineapple finish. body is medium, texture is thin, carbonation is soft."
Other Half Space Diamonds,3.9,"hazy golden color with a medium white head that left nice lacing on the glass. floral hops, herbal, pine, citrus, orange, and grapefruit."
Other Half Space Diamonds,3.9,can from the brewery. very fresh and hoppy smell with citrus. similar taste. medium bitternes. very nice!
Other Half Space Diamonds,3.9,"4oz from tap at other half, nyc. dark yellow murky color, small white head. smells earthy, leathery, light washcloth, cat pee, light berry notes. ok smell, bit weird. full body, soft carbonation. tastes earthy, spices, peppery, bit leathery, herbal, green herbal, some wash cloths. finishes medium bitter with notes of green herbal, earthy and leathery notes. not very exciting, weird aroma, light hip burn"
Other Half Space Diamonds,3.9,4 pack 16oz cans from dc beer week. hazy light orange. lots of white frothy head to start but that dissipates a bit. tangerine and citrus aromas. a little bit of pine bitterness on the finish. fruity juicy mid palate. these guys jam.
Other Half Space Diamonds,3.9,"16oz can at home, trade from ct.  murky yellow gold with a thin white head.  medium juicy tropical and citrus fruit...mango, orange, pineapple, lemon...soft carb and texture, medium body.  bittering, juicy finish.  excellent."
Other Half Space Diamonds,3.9,"mbcc. unclear yellow with small white head. aroma is malt, fruit, hops, citrus, tropical fruit and a little pineapple. flavour is malt, fruit, hops, citrus, medium sweet and a little bitter."
Other Half Space Diamonds,3.9,"sample@mikkeller beer celebration copenhagen 2019 - hazy yellow coloured pour with a white head. fruity with notes of tropical citrus fruit, smooth substantial mouthfeel, medium body, solid hoppy finish."
Other Half Space Diamonds,3.9,"cloudy golden. big, white head. overriped tropical fruits, malt and lactose in the aroma. smooth, with moderate hoppy bitterness."
Other Half Space Diamonds,3.9,"2019/05/10 6:09:28 pm gmt+3. at mbcc 2019 - blue session. pours hazy yellow with a small head, aroma of lemon, pomelo, green, flavor is bitter with lemon, green, onion, medium bodied, nice. [7/4/7/3/14]-[3.5]"
Other Half Space Diamonds,3.9,from tap at mbcc2019. it pours murky yellow with a creamy white head. the aroma is juicy and fruity hoppy. tropical notes. the flavour is sweet and light bitter.
Other Half Space Diamonds,3.9,"tap @ mbcc 2019, blue session.
light yellow/orange color, thin white head.
aroma of tropical fruits, sweetness, fresh hops and pineapples. citusy finish. can t complain, solid brew. pine in finish."
Other Half Space Diamonds,3.9,"sample @ mbcc, blue session. nice head with good duration. color is golden. aroma and taste are tropical fruits, flowers, rich hops and has a nice bitter finish."
Other Half Space Diamonds,3.9,"mbcc. hazy yellow with a white head. aroma is sweet, malty and moderate hoppy - citrus. flavor is quite sweet and moderate bitter. dry and moderate bitter. 100519"
Other Half Space Diamonds,3.9,"cloudy yellow with a white head. aroma is tropical fruit, citrus fruit and pine. taste is medium sweet and medium bitter."
Other Half Space Diamonds,3.9,"31/xii/18 - 1pt. can from a trade, shared @ nye party, bb: n/a, canned: x/2/18 - (2018-2060) thanks to elmanana for the trade!

pretty cloudy yellow beer, small irregular aery off-white head, little stable, non adhesive. aroma: lovely, tropical fruits, passion fruit, mango, pineapple, candied orange peel, little cheesy. mf: ok carbon, medium body. taste: very fruity, lots of grapefruit, citrus fruits, bit sweetish, sugary, lots of dank hops, bit cheesy. aftertaste: nice bitterness, lots of grapefruits, citrus, tropical fruits, juice overload, lovely, some alcohol."
Other Half Space Diamonds,3.9,"taster,  brewery.  dense lemon yellow,  lacy head.  lots of dank and citrus on the nose.  taste is more grapefruit led, some mushroom notes. some booze tingle and hop burn. nice."
Other Half Space Diamonds,3.9,"grapefruit, melon, orange, pineapple, mango and cereal in nose. pours hazy yellow with white head. taste is medium dry with grapefruit, melon, orange, tropical fruits and some booze. medium bitter finish, soft carbonation. overall delicious, super drinkable."
Other Half Space Diamonds,3.9,"boozy creamy.with a little hop complexity the many similar creations are wearing down my palate.
earlier rating: 9/30/2017 total score: 3.8
pn tap at birreria volo. above average mouthfeel. very good dipa.not so hoppy smell."
Other Half Space Diamonds,3.9,"can shared at sunday brunch bee boost. pours a super hazy golden/organe juice, small white head. thick. very fruity, pineapple, ripe mango, light melon, dank hops. hop intensity without the actual hopburn."
Other Half Space Diamonds,3.9,"8 3 8 3 17
bottle shared at sunday brunch bee boost. cloudy orange with barely any head. aroma of weedy hops, pineapple, grapefruit and citrus. flavour is light to moderate sweet and moderate bitter. medium bodied with soft carbonation."
Other Half Space Diamonds,3.9,"473ml can, thanks aleksi! smooth, herbal hoppy, grassy and citrusy with loads of tropical notes, pine and pineapple. quite tasty and well balanced galaxy hop bomb."
Other Half Space Diamonds,3.9,"cloudy light yellow pour with a thin ring of white head and spots of lacing .... aroma of pineapple, galaxy hops, rindy, grapefruit, orange and on the light side .... taste is of pineapple, galaxy hops, rinds of grapefruit, orange and bitter dry hops ..... finish is of dry hops, bitter rindy grapefruit and lactose sugar .... not sure what the hypes about it s a decent brew but lacks flavor worthy of a 4+ and this cans dated 10/2/18"
Other Half Space Diamonds,3.9,"draught at the source: pours light haze with a white head. aroma is fragrant citrus fruits. taste is fruity, dry, low sweetness. great texture. really solid ale."
Other Half Space Diamonds,3.9,"pours a hazy, almost murky, lemon-banana-yellow, with smallish head. aroma of tropical fruit and citrus, with some sour washcloth, basement dankness. flavor is tropical and citrus fruit, but with the hop-burn or alcohol-burn (or whatever it is) that seems to haunt most other half dipas."
Other Half Space Diamonds,3.9,on draft at fremont masonry. lots of different hops in this one. juicy but has a bit of bite to it. fantastic.
Other Half Space Diamonds,3.9,"on tap at other half, pours a cloudy yellow with a small white head. aroma brings out lightly dank, citrus hops, with light stone fruits. flavour is along the same lines, with stone fruits, moderate dankness, some leafy green hops, and biscuity malt. nice citrus bitterness on the finish, with a phenomenal depth. lovely."
Other Half Space Diamonds,3.9,"can care of lee at uncle al's memorial day session. murky and soupy oh gold. notes are chalk, cream, mango and sugar heat. terrible"
Other Half Space Diamonds,3.9,"16 oz can. pours a cloudy, milky golden color and topped by a thin off white layer of foam that settles in quickly to a thin film and leaves some spotty patches of lace on the glass. this thing looks beautiful. the aroma is really nice showing notes of juicy orange, mango, pineapple, grapefruit, and peach along with some floral notes to go with the toasted bread and doughy pale malts that form the base. just a hint of resinous hop residue from the dry hopping. the flavor follows suit with the juicy citrus and tropical fruits right up front with prominent notes of orange, pineapple, mango, and peach that is backed up nicely by the sweet pale and doughy malts while the citrus hops add ample bitterness on the back end to balance things out. the dry hopping helps to dry things out as well. medium bodied with ample carbonation that leads to a slightly dry, bitter sweet, juicy citrus fruit finish with lingering hop bitterness. really tasty stuff here and glad i was able to try this really fresh. awesome double ipa and another winner from other half."
Other Half Space Diamonds,3.9,"aroma: dank and juicy. citrus and tropical fruit. not very complex but still impressive.

appearance: milky yellow with white head.

taste: quite dry with some bitterness.

palate: medium body, average carbonation  velvety.

overall: incredibly drinkable, no way it is 8.5% abv! dank and juicy, exactly what oh is famous for."
Other Half Space Diamonds,3.9,"another other half beer and again delicate green onion :) apart from that a lot of tropical fruits with a pinch of citrus, slightly grassy - herbal, smooth, creamy, juicy and mega drinkable."
Other Half Space Diamonds,3.9,"smooth, velvety, with a clear dominance of tropical fruits, and secondly citrus. Moderate bitterness slightly increasing at the end."
Other Half Space Diamonds,3.9,"tap at brewery. pours hazy blonde. aroma and flavor are citrus, faint tropical fruit, faint dank, lush bitterness, chewy pale malt base, faint booze, and a dry finish with a touch more bitterness. medium/full body."
Other Half Space Diamonds,3.9,"can - pours yellow gold white head - nose and taste of green onion, citrus, biscuit malt and juicy oranges - medium body"
Other Half Space Diamonds,3.9,"draft at the brewery. pours opaque pale gold with a fizzy white head. tastes like grapefruit hops, bready malt, biscuit, resin, lemon, and faint booze. light/medium body and medium carbonation. smells like grapefruit hops, bready malt, straw, biscuit, lemon, and resin."
Other Half Space Diamonds,3.9,"on tap at beavertown extravaganza, 2017. pours hazy yellow with white head. strong hoppiness, dank, tropical fruit, melon, juicy with medium bitter finish. medium bodied. very nice."
Other Half Space Diamonds,3.9,"can at shelton fest vip bottle share. pours a cloudy yellow gold with medium white head. the aroma is grass and tropical fruit. medium body, melon, grass, pine, light bitterness, very nice.
earlier rating: 12/25/2017 total score: 3.9
can thanks to steph. pours a cloudy yellow with small white head leaving spotty lacing. the aroma is strong floral, pineapple, melon. medium body, juicy, papaya, melon, pine, lingering bitterness, very nice."
Other Half Space Diamonds,3.9,"[9636-20170930] tap. citrus peel fruit aroma. murky, yellow white body with a medium-lasting foamy off-white head. bitter fruity orange peel and lemon pips flavour. medium body is quite bitter. tasty! (8/4-/8/4/16) 4.0

(witchstock day @ bellwoods hafis rd, toronto, on)"
Other Half Space Diamonds,3.9,"tasted from can. pours a super cloudy yellow with thick white head. aroma grapefruit, orange, lemon, pineapple. well balanced. lots of tropical and citrus flavor. very crushable. awesome imperial ipa. 

---rated via beer buddy for iphone"
Other Half Space Diamonds,3.9,"on tap. hazy golden colour with white head. vegetable aroma. sweet, vegetable, ripe fruits taste. medium body."
Other Half Space Diamonds,3.9,"brewskival 2017. taste and aroma of green hops, pineapple, apricot, fir shoots, citrus, grapefruit with notes of pine. str v, fine texture and fruitiness, well-balanced aromas, fine bitterness. very good!"
Other Half Space Diamonds,3.9,"2017-09-30. very hazy pastel yellow body, small white head. aroma is lightly yeasty and green, citrus. 7+ flavour is similar, yeasty green undercurrents, moderate citrus throughout, lingering mild green hops. average plus bodied palate, good carbonation. tasty but i preferred their other offerings today. 7/3/7-8/3/16 on tap at witchstock 2017, toronto."
Other Half Space Diamonds,3.9,"keg at #imbc2017; hazy opaque yellow pour with a thin off white head, aroma has juicy mango and pine, taste has fresh pine, juicy mango, tangerine, quite creamy,"
Other Half Space Diamonds,3.9,"on tap at cbc boston 2017. comes a hazy golden orange with a small white head. aroma of citrus and tropical fruits. taste is pineapple, mango, lemon, melons, pine, and malt. very good."
Other Half Space Diamonds,3.9,draught pour at cbc boston. tropical citrus hoppy hazy cloudy fits with the other ipas.
Other Half Space Diamonds,3.9,"on tap at cbc. poured a muddy golden color with an off white head. fruity / tropical, juciness, and citrus."
Other Half Space Diamonds,3.9,"can into a snifter showing hazy white yellow with sparse white foam.

the nose shows pronounced notes of guava and papaya.

the palate is medium bodied and well carbonated. extremely papaya forward and juicy guava with a moderate but balanced bitterness."
Other Half Space Diamonds,3.9,"draught at brewskival cone 2017-08-26 helsingborg
ar: fresh tropical fruity, pine, mango
ap: cloudy yellow, frothy white head
f: tropical fruity, fresh lemon flavour, dry mouth feeling"
Other Half Space Diamonds,3.9,keg at the beaverfest 2017 saturday... hazy amber.. thin white lacing lacing.. soft dry peach orange fruits nose.. light dry fruits
Other Half Space Diamonds,3.9,"brewskival 2017. pale yellow, hazy with t tt white foam. lots of juicy pineapple and a lot of fir shoots and pine needles. fine s tma j much drier elements. v lbalanced and really nice."
Other Half Space Diamonds,3.9,"sample at beavertown extravaganza 2017. a hazy orange coloured beer with a white head. aroma and flavour of grapefruit, malt, hops, fruit, pineapple, citrus, juicy and with a bitter finish."
Other Half Space Diamonds,3.9,"tap at beaverex 2017, london. colour is cloudy golden with small white head. aromas and flavours: fruits, tropical fruits, hops and malts."
Other Half Space Diamonds,3.9,"(thanks for sharing!) sampled draft @ the beavertown extravaganza 2017. day 2. milky orange as it should be. doughy nose, easy hazy mellow rich neipa cheese. taste is lovely cheese neipa milkshake, lactose, cheese, round, hazy, nearly no bitterness. all as it should be, lovely."
Other Half Space Diamonds,3.9,"green hops, unripe tropical fruits, mango, passion fruit, pine. hazy gold, tiny, creamy, white head. light bitter. more unripe tropical fruits, mango, passion fruit, unripe tangerine, pine, grass, soft carbonation, medium bodied. very nice iipa, rich and complex. keg at beavertown extravaganza 17, canada water."
Other Half Space Diamonds,3.9,"from keg at beavertown extravaganza in london: second day, 9th september 2017....technical perfection"
Other Half Space Diamonds,3.9,"tap. hazy yellow color with white head. aroma is fresh yeasts, maracuja, oat, grapes. taste is maracuja, grapes, juicy and thick. full-bodied, silky mouthfeel. nice!"
Other Half Space Diamonds,3.9,"tap at beavertown extravaganza. nose is citrus, orange apricot. palate is very fruity, some bitterness in the finish. nice."
Other Half Space Diamonds,3.9,"keg at beaverfest. pours hazy yellow, nose is lychee, toffee, citrus, taste is juicy fruit, sweet"
Other Half Space Diamonds,3.9,"pours milky orange with a low white head. aromas of cabbage, concentrated grapefruit pulp, floral notes, fruity notes. taste is very fruity and somewhat grassy. mouthfeel is medium bodied with moderate carbonation."
Other Half Space Diamonds,3.9,"pours milky yellow with low white head 
aromas of citrusy fruits, mangoes, grass, lactose 
taste has hoppy notes of tropical fruits, grass, yogurt, hints of licorice"
Other Half Space Diamonds,3.9,"pours murky pea soup with low white head. aroma of passion fruit, potatoes, pineapple and papaya. taste is rich frit sweet, light taters, bitter finish. light and smooth body with soft carbonation."
Other Half Space Diamonds,3.9,"brewskival. hazy, juicy orange with white head. typical juicy, fruity neipa. slightly citrus forward with grass, dough and some dank hops. nice."
Other Half Space Diamonds,3.9,barrel on brew disc. aroma of pineapple and tuttifrutti. the taste kr me finish. fruity but extremely dry in the midrange. good but missing n good more
Other Half Space Diamonds,3.9,"pours out a hazy ne style with a moderate off white head. aroma is of juicy tropical fruits, mango, guava, some light earthy hops, and some ripe lime. taste is complex, sticky sweet tropical fruit, some marmalade, nice juicy mango. this is off the hook good."
Other Half Space Diamonds,3.9,"canned 05/25/17. pours hazy golden straw color, white head. aroma is mango, papaya, tangerine, dank, very juicy. flavor is grapefruit, papaya, grapefruit rind, pineapple, little bit of boozy heat, really nice soft mouthfeel."
Other Half Space Diamonds,3.9,"tallboy can from eric. poured new england style. aroma is straight up juice, guava, mango, passion fruit, lime, touch of soap. flavor is the same as the aroma but replace the soap note with bitter grapefruit and a touch of dry medium toast. medium body, strong carbination and a lingering aftertaste. great stuff."
Other Half Space Diamonds,3.9,"473ml can, super hazed pour. aroma is tart and sulphury grapefruit/orange. flavor is tart grapefruit/orange, bit of nougat and a touch of booze as the can is warmer."
Lervig Rackhouse - Paragon 2022,4.3,"tasting from barrels on the premises: dark chocolate brown with fine foam that lasts. fierce and excited with genes see impressions of madeira/sherry, bourbon, oak/vanilla, dark beer, prunes and dessert chocolates. surprisingly juicy in the finish. so smooth, so rewarding."
Lervig Rackhouse - Paragon 2022,4.3,"@ havregatan 20240810. bottle (375 ml) from systembolaget.
malty, woody and caramely with dried fruits, oak, vanilla and bourbon, sweet, medium to full body with an oily texture.
the finish is dry and bitter."
Lervig Rackhouse - Paragon 2022,4.3,"dark brown cloudy with beige foam. smells of chocolate, raisins, bourbon, barrels and some vanilla. plump. s tlig. tastes of toffee, bourbon, raisins some coffee and vanilla. long alcohol-warm finish."
Lervig Rackhouse - Paragon 2022,4.3,"barrel @ jam, ore 

mahogany-dyed leather with a lighter beige foam. aroma and taste of dried fruit, chocolate, caramel, bourbon, vanilla and barrel."
Lervig Rackhouse - Paragon 2022,4.3,"dark brown with a medium off white head.  aroma of roasted malt, dried fruit and wooden barrels sense. sweet with a warm fried fruit and wooden barrels end."
Lervig Rackhouse - Paragon 2022,4.3,"bottle fr n sb drunk with lf the purification. clear golden yellow water without foam. fantastic aroma with layers upon layers of st malt, dried fruit, fudge, bourbon, dark caramel, vanilla. potent, v lbalanced, elegant and luxurious. a perfect bw carefully aged in bourbon barrels. very good"
Lervig Rackhouse - Paragon 2022,4.3,"dirty brown colour with no head. 
aroma: roasted malt, coffee, dried figs, raisins, bourbon, some chocolate, vanilla, fermented oats, sweet toffee, honey, molasses. 
taste: roasted malt, bourbon, vanilla, honey, molasses, some chocolate. salt and umami. raisins and figs. some fermented fruits."
Lervig Rackhouse - Paragon 2022,4.3,"20ml tap, kindly shared by thecellarer @crowbar, oslo. dark brown (?) body, with tiny ring that sticks inside the glass. roasted coffee, dark chocolate, oaky notes as well as figs, dried orange, vanilla seeds that gives it an edge and some bitterness. very well balanced and smooth bodied. lingers and is not overly sweet. love this one!"
Lervig Rackhouse - Paragon 2022,4.3,".2 from tap, shared with snegurochka. deep reddish brown semi-transparent body with no head to speak of. served a bit cold so aroma is not that impressive to begin with, but it does grow on you once it heats up. the wonder of this extremely well-balanced brew really hits you when you taste it, perhaps best compared to biting down on a high-end chocolate confectionery. there is the obvious taste of chocolate, bitter notes of coffee and well integrated and heartwarming notes of alcohol. all this is quite normal for this type of beer if well made, but what puts it over the top is the citrusy - think dried orange - flavour and notes of clove that combines so well with the above-mentioned tastes. while a smorgasbord of confectionery pleasure, the brew thankfully avoids the over-sweet or artificial impressions that sometimes accompany such flavours. when the aftertaste with strong notes of vanilla lingers as long as it does in a perfectly pleasurable way, there is not much to complain about. a more or less perfect dessert in itself, lervig upholds their lofty standards with this wonderful sipping experience."
Lervig Rackhouse - Paragon 2022,4.3,"dark, chestnut brown beer with small cream colored head. raisins, red fruit, molasses, bourbon, vanilla. towards aftertaste also notes of caramel, tobacco, coffee. sweet, very light fruity sourness. full, boozy, soft."
Lervig Rackhouse - Paragon 2022,4.3,"barrel. dark brown colored with a straight weft. small beige shady cke. aromas of raisins, chocolate, caramel, bourbon. flavors of chocolate, bourbon, leather, brown sugar, caramel, wood, raisins. full body, oily donut nsla."
Lervig Rackhouse - Paragon 2022,4.3,"hazy brown, small white head. aroma of sherry, port, raisin. taste of tobacco, melassis, alcohol, caramel, citrus. sweet."
Lervig Rackhouse - Paragon 2022,4.3,"panda at home, thanks to kenneth, 04/03/24.
extremely dark mahogany brown verging on black with a thin beige cap that soon vanishes.
nose is fruit cake mix, bourbon, brown sugar melt, molasses, toffee, dark malts, dates, figs.
taste comprises ripe bourbon, toffee, fruit cake mix, figs, spice, toffee, hint of vanilla, light chocolate backnotes, oak.
full bodied, fine carbonation, semi drying close with a balanced kiss of alcohol.
solid balanced ba affair ... sips way too easy for 14%!"
Lervig Rackhouse - Paragon 2022,4.3,"37.5cl bottle via town hall, maastricht

alcohol percentage of 14.4%
poured into hop glass

appearance: copper brown colour with small cream-coloured head

aroma and flavour: aroma of dark fruit, vanilla, bourbon, flavour is ripe dark fruit, raisins, figs, vanilla, chocolate, caramel, boozy, sticky and sweet."
Lervig Rackhouse - Paragon 2022,4.3,"14th february 2024
clear deep amber beer, tidy pale tan head. smooth palate, quite light and semi dry, decent fine carbonation. light malts, a nice light creamy sweetness and good malty caramel that gets quite savoury into a distinct salted caramel thang. yeah, loads of bourbon barrel, rich but light, quite ripe fruity. a touch of oak barrel induced vanilla. smooth and semi dry finish, with a mild alcohol spice. previously, i thought these paragons were a bit over priced, i still do, but, the fine nuance in this one is impressive and that makes it dangerously drinkable."
Lervig Rackhouse - Paragon 2022,4.3,"dark reddish brown with a small foam. aromas of caramel, brown and bourbon. s t taste of caramel, bourbon, raisins and alcohol. should be stored no more."
Lervig Rackhouse - Paragon 2022,4.3,"brown color, small beige head. aromas of bourbon, dried fruit, vanilla, caramel, marmalade and candi sugar. taste of bourbon, malt, alcohol, dried fruit, caramel and marmalade."
Lervig Rackhouse - Paragon 2022,4.3,"draft at tjaps. aroma of rich fruity bourbon, caramel fudge, molasses, figs, raisin, dates, chocolate, rich malt, vanilla and port. taste has rich fruity bourbon, caramel fudge, chocolate, dates, figs, raisin, grapes, vineus ripe fruit, fruity vanilla, fruity warming booze and a long, long finish. truly amazing."
Lervig Rackhouse - Paragon 2022,4.3,"bourbon ba barley wine, the 2022 release. before i lied, this is my last beer of 2023!
on the nose: toffee, raisin, fig, vanilla, chocolate and some bourbon.
pours copper, dark, translucent, fizzy at first, with a beige head with high retention along the glass and with an island in the middle (shaped exactly like australia). sip-legs.
sweet, not cloying, raisin, fig, caramel, chocolate, toffee, vanilla and bourbon. there is room for some herbal hops as well. good balance, but the barrel character is here mild.
full body, low carbonation, booze evident but not overwhelming.
i can say that this isn't the best of the paragon series, but it's still a very solid brew. i think it can't be explained, it's just a bit ""soulless"" and lacking of barrel character, although well brewed."
Lervig Rackhouse - Paragon 2022,4.3,black with a small head - dark malt and wood barrel aroma - dark malt body with some fruity tones and a nice wood barrel flavour - wood barrel flavours goes into the finish - this was good
Lervig Rackhouse - Paragon 2022,4.3,"ultra dark brown/black. low light brown foam. quickly becomes film. br daroma.  soft mouthfeel. the flavor is dough, chocolate & raisins. t rr ending. the alcohol is barely noticeable. traces of bourbon in the aftertaste."
Lervig Rackhouse - Paragon 2022,4.3,"smell: r sta malt, wine st 
appearance: black.
foam/carbonation: low foam.
taste: r sta malt, wine st 
medium: rating:3.8-748415, bottle@375ml, abv@14.3%, n r@24.11.2023.
where: Christmas collection Komlefjorden 2023.
slimy paragon (2022) 
barley wine / wheat wine / rye wine"
Other Half Triple Citra Daydream,4.1,"opaque golden beer with a slight off-white head. heavy aroma; taste starts heavy sweet and ends slightly bitter and dry. orange, tropical fruit, pineapple, mango, hops and citrus. 10/5/10/5"
